epoch_1,epoch_2,epoch_3,epoch_4,epoch_5,epoch_6,epoch_7,epoch_8,epoch_9,epoch_10, validation
4.77,8.2,10.97,11.74,13.07,13.25,13.21,13.19,12.48,12.0, 12.0
10.587458745874589,18.7986798679868,25.06930693069307,31.353135313531354,34.178217821782184,37.135313531353134,39.881188118811885,44.06600660066007,44.18481848184819,46.62706270627063,47.3003300330033
